LemonEntry,partOfSpeech,writtenFormInfinitive/2ndPerson,writtenForm3rdPerson,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition,domainWrittenSingular,domainWrittenPlural,rangeWrittenSingular,rangeWrittenPlural,GrammarRule 1:question1,GrammarRule 1:question2,GrammarRule 1:sparql,GrammarRule 2:question1,GrammarRule2: sparql,,,,,,,,,,,,
"design_2,verb,design,designs,designed,designed,TransitiveFrame,range,domain,2,dbo:designer,dbo:Building,dbo:Person,by,building,buildings,person,persons,""Which dbo:Person (X) designs,designed Y(dbo:Building)?"",""Who dbo:Person (X) designs,designed Y(dbo:Building)?"",SELECT ?X WHERE { Y dbo:designer ?X.},Which dbo:Building(X) was designed by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
"speak_1,verb,speak,speaks,spoke,spoken,TransitiveFrame,range,domain,1,dbo:language,dbo:Language,dbo:Country,in,language,languages,country,countries,""Which dbo:Country (X) speaks,spoke Y(dbo:Language)?"",""Who dbo:Country (X) speaks,spoke Y(dbo:Language)?"",SELECT ?X WHERE { Y dbo:language ?X.},Which dbo:Language(X) was spoke in Y(dbo:Country)?,SELECT ?X WHERE { ?X dbo:Country Y.},,,,,,,,,,,,"
"live_1,verb,live,lives,lived,lived,TransitiveFrame,range,domain,1,dbo:ethnicGroup,dbo:EthnicGroup,dbo:Country,in,ethnic group,ethnic groups,country,countries,""Which dbo:Country (X) lives,lived Y(dbo:EthnicGroup)?"",""Who dbo:Country (X) lives,lived Y(dbo:EthnicGroup)?"",SELECT ?X WHERE { Y dbo:ethnicGroup ?X.},Which dbo:EthnicGroup(X) was lived in Y(dbo:Country)?,SELECT ?X WHERE { ?X dbo:Country Y.},,,,,,,,,,,,"
"cost,verb,cost,costs,costed,costed,TransitiveFrame,range,domain,1,dbo:budget,dbo:Film,xsd:double,by,Film,Films,-,cost,""Which xsd:double (X) costs,costed Y(dbo:Film)?"",""Who xsd:double (X) costs,costed Y(dbo:Film)?"",SELECT ?X WHERE { Y dbo:budget ?X.},Which dbo:Film(X) was costed by Y(xsd:double)?,SELECT ?X WHERE { ?X xsd:double Y.},,,,,,,,,,,-,-"
"write_1,verb,write,writes,wrote,written,TransitiveFrame,range,domain,1,dbo:writer,dbo:Song,dbo:Person,by,song,songs,person,persons,""Which dbo:Person (X) writes,wrote Y(dbo:Song)?"",""Who dbo:Person (X) writes,wrote Y(dbo:Song)?"",SELECT ?X WHERE { Y dbo:writer ?X.},Which dbo:Song(X) was wrote by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
"write_2,verb,write,writes,wrote,written,TransitiveFrame,range,domain,2,dbo:composer,dbo:TelevisionShow,dbo:Person,by,book,books,person,persons,""Which dbo:Person (X) writes,wrote Y(dbo:TelevisionShow)?"",""Who dbo:Person (X) writes,wrote Y(dbo:TelevisionShow)?"",SELECT ?X WHERE { Y dbo:composer ?X.},Which dbo:TelevisionShow(X) was wrote by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
"write_3,verb,write,writes,wrote,written,TransitiveFrame,range,domain,4,dbo:author,dbo:Book,dbo:Person,by,book,books,person,persons,""Which dbo:Person (X) writes,wrote Y(dbo:Book)?"",""Who dbo:Person (X) writes,wrote Y(dbo:Book)?"",SELECT ?X WHERE { Y dbo:author ?X.},Which dbo:Book(X) was wrote by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
"express,verb,express,expresses,expressed,expressed,TransitiveFrame,domain,range,1,dbo:connotation,dbo:Colour,owl:Thing,by,color,colors,thing,things,""Which dbo:Colour(X) expresses,expressedY(dbo:Colour)?"",""Who dbo:Colour(X) expresses,expressedY(dbo:Colour)?"",SELECT ?X WHERE { ?X dbo:connotation Y.},Which owl:Thing (X) was expressed by Y(dbo:Colour)?,SELECT ?X WHERE { Y dbo:Colour ?X.},,,,,,,,,,,,"
"call_1,verb,call,calls,called,called,TransitiveFrame,range,domain,1,dbp:nickname,dbo:Person,xsd:String,by,person,persons,-,-,""Which xsd:String (X) calls,called Y(dbo:Person)?"",""Who xsd:String (X) calls,called Y(dbo:Person)?"",SELECT ?X WHERE { Y dbp:nickname ?X.},Which dbo:Person(X) was called by Y(xsd:String)?,SELECT ?X WHERE { ?X xsd:String Y.},,,,,,,,,,,,"
"found_1,verb,found,found,founded,founded,TransitiveFrame,range,domain,1,dbo:foundedBy,dbo:Organisation,dbo:Pope,by,organisation,organisations,pope,popes,""Which dbo:Pope (X) found,founded Y(dbo:Organisation)?"",""Who dbo:Pope (X) found,founded Y(dbo:Organisation)?"",SELECT ?X WHERE { Y dbo:foundedBy ?X.},Which dbo:Organisation(X) was founded by Y(dbo:Pope)?,SELECT ?X WHERE { ?X dbo:Pope Y.},,,,,,,,,,,,"
"found_2,verb,found,found,founded,founded,TransitiveFrame,range,domain,1,dbo:foundedBy,dbo:Agent,dbo:Pope,by,Agent,Agents,pope,popes,""Which dbo:Pope (X) found,founded Y(dbo:Agent)?"",,,,,,,,,,,,,,,,"
"Develop_3,verb,develop,develops,developed,developed,TransitiveFrame,range,domain,1,dbo:developer,dbo:VideoGame,dbo:Agent,by,video game,video games,agent,agents,""Which dbo:Agent (X) develops,developed Y(dbo:VideoGame)?"",""Who dbo:Agent (X) develops,developed Y(dbo:VideoGame)?"",SELECT ?X WHERE { Y dbo:developer ?X.},Which dbo:VideoGame(X) was developed by Y(dbo:Agent)?,SELECT ?X WHERE { ?X dbo:Agent Y.},,,,,,,,,,,,"
"Develop_1,verb,develop,develops,developed,developed,TransitiveFrame,domain,range,1,dbo:product,dbo:Company,dbo:Software,by,company,companies,software,software,""Which dbo:Company(X) develops,developedY(dbo:Company)?"",""Who dbo:Company(X) develops,developedY(dbo:Company)?"",SELECT ?X WHERE { ?X dbo:product Y.},Which dbo:Software (X) was developed by Y(dbo:Company)?,SELECT ?X WHERE { Y dbo:Company ?X.},,,,,,,,,,,,"
"inspire,verb,inspire,inspires,inspired,inspired,TransitiveFrame,range,domain,1,dbo:influenced,dbo:Person,dbo:Person,by,person,persons,person,persons,""Which dbo:Person (X) inspires,inspired Y(dbo:Person)?"",""Who dbo:Person (X) inspires,inspired Y(dbo:Person)?"",SELECT ?X WHERE { Y dbo:influenced ?X.},Which dbo:Person(X) was inspired by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
"marry,verb,marry to,marries to,married to,married to,TransitiveFrame,range,domain,1,dbo:spouse,dbo:Person,dbo:Person,by,person,persons,person,persons,""Which dbo:Person (X) marries to,married to Y(dbo:Person)?"",""Who dbo:Person (X) marries to,married to Y(dbo:Person)?"",SELECT ?X WHERE { Y dbo:spouse ?X.},Which dbo:Person(X) was married to by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
"produce,verb,produce,produces,produced,produced,TransitiveFrame,domain,range,1,dbo:product,dbo:Company,dbo:Ship,by,company,companies,ship,ships,""Which dbo:Company(X) produces,producedY(dbo:Company)?"",""Who dbo:Company(X) produces,producedY(dbo:Company)?"",SELECT ?X WHERE { ?X dbo:product Y.},Which dbo:Ship (X) was produced by Y(dbo:Company)?,SELECT ?X WHERE { Y dbo:Company ?X.},,,,,,,,,,,,"
"create_1,verb,create,creates,created,created,TransitiveFrame,range,domain,1,dbo:author,dbo:Book,dbo:Person,by,book,books,person,persons,""Which dbo:Person (X) creates,created Y(dbo:Book)?"",""Who dbo:Person (X) creates,created Y(dbo:Book)?"",SELECT ?X WHERE { Y dbo:author ?X.},Which dbo:Book(X) was created by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
"compose_for_1,verb,compose the music for,compose the music for,compose the music for,compose the music for,TransitiveFrame,range,domain,1,dbo:musicComposer,dbo:Film,dbo:Person,by,film,films,person,persons,""Which dbo:Person (X) compose the music for,compose the music for Y(dbo:Film)?"",""Who dbo:Person (X) compose the music for,compose the music for Y(dbo:Film)?"",SELECT ?X WHERE { Y dbo:musicComposer ?X.},Which dbo:Film(X) was compose the music for by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
"Compose_for_2,verb,compose the soundtrack for,compose the soundtrack for,compose the soundtrack for,compose the soundtrack for,TransitiveFrame,range,domain,1,dbo:musicComposer,dbo:Film,dbo:Person,by,film,films,person,persons,""Which dbo:Person (X) compose the soundtrack for,compose the soundtrack for Y(dbo:Film)?"",""Who dbo:Person (X) compose the soundtrack for,compose the soundtrack for Y(dbo:Film)?"",SELECT ?X WHERE { Y dbo:musicComposer ?X.},Which dbo:Film(X) was compose the soundtrack for by Y(dbo:Person)?,SELECT ?X WHERE { ?X dbo:Person Y.},,,,,,,,,,,,"
